function_name,thread_id,duration_ns,self_time_ns,num_children
main,902713,36033000,4299000,9
locate_option,902713,38000,10000,2
find_option,902713,15000,15000,0
find_option,902713,13000,13000,0
locate_option,902713,30000,3000,2
find_option,902713,14000,14000,1
av_strstart,902713,0,0,0
find_option,902713,13000,13000,1
av_strstart,902713,0,0,0
locate_option,902713,43000,4000,2
find_option,902713,26000,26000,1
av_strstart,902713,0,0,0
find_option,902713,13000,13000,1
av_strstart,902713,0,0,0
locate_option,902713,39000,4000,2
find_option,902713,15000,15000,1
av_strstart,902713,0,0,0
find_option,902713,20000,20000,1
av_strstart,902713,0,0,0
avformat_network_init,902713,4000,4000,0
show_banner,902713,160000,7000,5
find_option,902713,23000,23000,1
av_strstart,902713,0,0,0
find_option,902713,19000,19000,0
av_log,902713,25000,11000,1
check_color_terminal,902713,10000,10000,0
av_log_default_callback,902713,5000,5000,0
av_log,902713,16000,15000,1
ansi_fputs,902713,1000,1000,0
print_all_libs_info,902713,30000,30000,0
print_all_libs_info,902713,26000,21000,3
av_log,902713,3000,3000,1
av_vbprintf,902713,0,0,0
av_vlog,902713,2000,2000,0
av_log_default_callback,902713,2000,2000,0
sch_alloc,902713,4000,4000,0
ffmpeg_parse_options,902713,4185999,19999,6
av_vlog,902713,0,0,0
find_option,902713,13000,13000,0
parse_optgroup,902713,12000,2000,1
write_option,902713,11000,11000,0
term_init,902713,3000,3000,0
open_files,902713,3368000,2000,2
ifile_open,902713,3347000,18000,9
sch_add_demux,902713,5000,5000,1
waiter_init,902713,0,0,0
avformat_alloc_context,902713,18000,2000,2
av_opt_set_defaults,902713,15000,15000,1
av_opt_next,902713,0,0,0
av_packet_alloc,902713,1000,0,1
get_packet_defaults,902713,1000,1000,0
avformat_open_input,902713,926000,46000,5
av_opt_set_dict,902713,10000,0,1
av_opt_set_dict2,902713,10000,5000,1
av_opt_find2.localalias,902713,5000,5000,1
av_opt_next,902713,0,0,0
init_input,902713,773000,4001,3
av_probe_input_format2,902713,155000,0,1
av_probe_input_format3,902713,155000,137000,3
av_demuxer_iterate,902713,0,0,0
img_read_probe,902713,18000,1000,1
ff_guess_image2_codec,902713,17000,17000,2
av_strcasecmp,902713,0,0,0
av_strcasecmp,902713,0,0,0
av_demuxer_iterate,902713,0,0,0
io_open_default,902713,64999,3999,1
ffio_open_whitelist,902713,61000,45000,2
ffurl_open_whitelist,902713,53000,21000,3
url_alloc_for_protocol,902713,2000,2000,1
av_mallocz,902713,0,0,0
av_dict_set,902713,1000,1000,0
ffurl_connect,902713,30000,10000,3
av_dict_get,902713,2000,2000,1
av_toupper,902713,0,0,0
file_open,902713,14000,2000,1
avpriv_open,902713,12000,12000,0
av_dict_get,902713,3000,3000,0
av_malloc.localalias,902713,4000,4000,0
av_probe_input_buffer2,902713,549000,5000,3
read_packet_wrapper,902713,10000,1000,1
retry_transfer_wrapper,902713,9000,0,1
file_read,902713,9000,9000,0
