function_name,thread_id,duration_ns,self_time_ns,num_children
main,97440,1476000,33000,5
FIO_createPreferences,97440,3000,3000,0
checkLibVersion,97440,1000,1000,0
default_nbThreads,97440,234000,2000,1
UTIL_countLogicalCores,97440,232000,0,1
UTIL_countCores,97440,232000,232000,0
UTIL_isConsole,97440,3000,3000,0
UTIL_getFileSize,97440,9000,9000,0
FIO_createCResources,97440,219000,19000,4
ZSTD_createCCtx,97440,15000,1000,2
ZSTD_customMalloc,97440,0,0,0
ZSTD_initCCtx,97440,14000,1000,1
ZSTD_CCtx_reset,97440,13000,1000,1
ZSTD_clearAllDicts,97440,12000,12000,0
AIO_WritePool_create,97440,99000,0,1
AIO_IOPool_createThreadPool,97440,67000,0,1
POOL_create,97440,67000,1000,1
POOL_create_advanced,97440,66000,66000,1
ZSTD_customCalloc,97440,0,0,0
AIO_IOPool_createIoJob,97440,7000,7000,0
AIO_IOPool_createIoJob,97440,9000,9000,0
AIO_IOPool_createIoJob,97440,2000,2000,0
AIO_ReadPool_create,97440,86000,2000,1
AIO_IOPool_init,97440,84000,22000,5
POOL_create_advanced,97440,36000,36000,0
AIO_IOPool_createIoJob,97440,3000,3000,0
AIO_IOPool_createIoJob,97440,18000,18000,0
AIO_IOPool_createIoJob,97440,1000,1000,0
POOL_thread,97447,775000,775000,0
AIO_IOPool_createIoJob,97440,0,0,0
ZSTD_CCtx_setParameter,97440,0,0,0
FIO_compressFilename_srcFile,97440,738000,10000,5
FIO_openSrcFile,97440,14000,14000,0
AIO_WritePool_setAsync,97440,0,0,0
AIO_ReadPool_setFile,97440,36000,1000,1
AIO_ReadPool_startReading,97440,35000,10000,2
AIO_ReadPool_enqueueRead,97440,22000,0,1
AIO_IOPool_enqueueJob,97440,22000,1000,1
AIO_ReadPool_executeReadJob,97440,21000,21000,0
POOL_thread,97448,824000,824000,0
AIO_ReadPool_enqueueRead,97440,3000,2000,1
AIO_IOPool_acquireJob,97440,1000,1000,0
FIO_compressFilename_dstFile,97440,658000,5000,6
FIO_openDstFile,97440,88000,36000,3
UTIL_isSameFile,97440,8000,8000,0
UTIL_isRegularFile,97440,4000,4000,0
FIO_removeFile,97440,44000,44000,0
addHandler,97440,5000,5000,0
FIO_compressFilename_internal,97440,506000,17001,1
FIO_compressZstdFrame,97440,488999,417999,1
ZSTD_compressStream2,97440,477000,5000,2
ZSTD_compressBegin_internal,97440,67000,0,1
ZSTD_resetCCtx_internal,97440,67000,34000,1
ZSTD_reset_matchState,97440,33000,3000,2
ZSTD_cwksp_internal_advance_phase,97440,0,0,0
ZSTD_cwksp_clean_tables,97440,30000,30000,0
ZSTD_compressStream_generic,97440,405000,0,1
ZSTD_compressContinue_internal,97440,404000,1000,1
ZSTD_compress_frameChunk,97440,403000,24000,1
ZSTD_compressBlock_internal,97440,401000,13000,3
ZSTD_selectBlockCompressor,97440,0,0,0
ZSTD_compressBlock_fast,97440,366000,2000,1
ZSTD_compressBlock_fast_noDict_5_1,97440,364000,17000,1
ZSTD_count,97440,347000,347000,12
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
MEM_readST,97440,0,0,0
ZSTD_entropyCompressSeqStore,97440,22000,1000,1
ZSTD_entropyCompressSeqStore_internal,97440,21000,8000,1
ZSTD_buildSequencesStatistics,97440,13000,11000,1
ZSTD_buildCTable,97440,2000,2000,1
ZSTD_highbit32,97440,0,0,0
ZSTD_CCtx_trace,97440,0,0,0
UTIL_setFDStat,97440,30000,15000,1
UTIL_fchmod,97440,15000,15000,0
AIO_WritePool_closeFile,97440,15000,15000,0
UTIL_utime,97440,9000,9000,0
AIO_ReadPool_closeFile,97440,20000,4000,1
AIO_ReadPool_setFile,97440,16000,2000,1
AIO_ReadPool_releaseAllCompletedJobs,97440,14000,6000,1
AIO_IOPool_releaseIoJob,97440,8000,0,1
AIO_IOPool_unlockJobsMutex,97440,8000,8000,0
FIO_freeCResources,97440,234000,2000,3
AIO_WritePool_free,97440,103000,1000,1
AIO_IOPool_destroy,97440,102000,4000,1
POOL_free,97440,98000,1000,2
POOL_join,97440,96000,96000,0
ZSTD_customFree,97440,1000,1000,0
AIO_ReadPool_free,97440,123000,1000,1
AIO_IOPool_destroy,97440,122000,9000,1
POOL_free,97440,117000,115000,1
ZSTD_customFree,97440,2000,2000,0
ZSTD_freeCCtx,97440,6000,1000,1
ZSTD_freeCCtxContent,97440,5000,5000,0
