program,input,iteration,path_rank,archetype
ffmpeg,271,0,2,0
ffmpeg,271,0,3,0
ffmpeg,271,0,4,9
ffmpeg,271,0,5,0
ffmpeg,271,0,6,0
ffmpeg,271,0,7,9
ffmpeg,271,0,8,0
ffmpeg,271,0,9,0
ffmpeg,271,0,10,0
ffmpeg,271,1,1,9
ffmpeg,271,1,2,0
ffmpeg,271,1,3,0
ffmpeg,271,1,4,0
ffmpeg,271,1,5,9
ffmpeg,271,1,6,0
ffmpeg,271,1,7,0
ffmpeg,271,1,8,9
ffmpeg,271,1,9,0
ffmpeg,271,1,10,9
ffmpeg,271,2,1,0
ffmpeg,271,2,2,0
ffmpeg,271,2,3,0
ffmpeg,271,2,4,9
ffmpeg,271,2,5,0
ffmpeg,271,2,6,0
ffmpeg,271,2,7,9
ffmpeg,271,2,8,0
ffmpeg,271,2,9,0
ffmpeg,271,2,10,0
ffmpeg,272,0,1,9
ffmpeg,272,0,2,0
ffmpeg,272,0,3,9
ffmpeg,272,0,4,0
ffmpeg,272,0,5,9
ffmpeg,272,0,6,0
ffmpeg,272,0,7,0
ffmpeg,272,0,8,0
ffmpeg,272,0,9,0
ffmpeg,272,0,10,0
ffmpeg,272,1,1,0
ffmpeg,272,1,2,0
ffmpeg,272,1,3,9
ffmpeg,272,1,4,9
ffmpeg,272,1,5,0
ffmpeg,272,1,6,0
ffmpeg,272,1,7,0
ffmpeg,272,1,8,0
ffmpeg,272,1,9,0
ffmpeg,272,1,10,0
ffmpeg,272,2,1,9
ffmpeg,272,2,2,0
ffmpeg,272,2,3,9
ffmpeg,272,2,4,0
ffmpeg,272,2,5,0
ffmpeg,272,2,6,0
ffmpeg,272,2,7,0
ffmpeg,272,2,8,0
ffmpeg,272,2,9,0
ffmpeg,272,2,10,0
ffmpeg,273,0,1,9
ffmpeg,273,0,2,0
ffmpeg,273,0,3,9
ffmpeg,273,0,4,0
ffmpeg,273,0,5,9
ffmpeg,273,0,6,0
ffmpeg,273,0,7,0
ffmpeg,273,0,8,0
ffmpeg,273,0,9,9
ffmpeg,273,0,10,0
ffmpeg,273,1,1,0
ffmpeg,273,1,2,0
ffmpeg,273,1,3,0
ffmpeg,273,1,4,9
ffmpeg,273,1,5,0
ffmpeg,273,1,6,0
ffmpeg,273,1,7,0
ffmpeg,273,1,8,9
ffmpeg,273,1,9,9
ffmpeg,273,1,10,0
ffmpeg,273,2,1,9
ffmpeg,273,2,2,0
ffmpeg,273,2,3,9
ffmpeg,273,2,4,0
ffmpeg,273,2,5,9
ffmpeg,273,2,6,0
ffmpeg,273,2,7,0
ffmpeg,273,2,8,0
ffmpeg,273,2,9,9
ffmpeg,273,2,10,9
ffmpeg,274,0,1,0
ffmpeg,274,0,2,0
ffmpeg,274,0,3,0
ffmpeg,274,0,4,9
ffmpeg,274,0,5,0
ffmpeg,274,0,6,0
ffmpeg,274,0,7,9
ffmpeg,274,0,8,0
ffmpeg,274,0,9,0
ffmpeg,274,0,10,0
ffmpeg,274,1,1,9
ffmpeg,274,1,2,0
ffmpeg,274,1,3,0
ffmpeg,274,1,4,0
ffmpeg,274,1,5,9
ffmpeg,274,1,6,0
ffmpeg,274,1,7,0
ffmpeg,274,1,8,0
ffmpeg,274,1,9,0
ffmpeg,274,1,10,0
ffmpeg,274,2,1,0
ffmpeg,274,2,2,0
ffmpeg,274,2,3,0
ffmpeg,274,2,4,9
ffmpeg,274,2,5,0
ffmpeg,274,2,6,0
ffmpeg,274,2,7,9
ffmpeg,274,2,8,0
ffmpeg,274,2,9,0
ffmpeg,274,2,10,0
ffmpeg,275,0,1,9
ffmpeg,275,0,2,9
ffmpeg,275,0,3,9
ffmpeg,275,0,4,0
ffmpeg,275,0,5,0
ffmpeg,275,0,6,9
ffmpeg,275,0,7,9
ffmpeg,275,0,8,0
ffmpeg,275,0,9,0
ffmpeg,275,0,10,0
ffmpeg,275,1,1,9
ffmpeg,275,1,2,0
ffmpeg,275,1,3,9
ffmpeg,275,1,4,0
ffmpeg,275,1,5,9
ffmpeg,275,1,6,0
ffmpeg,275,1,7,0
ffmpeg,275,1,8,9
ffmpeg,275,1,9,0
ffmpeg,275,1,10,0
ffmpeg,275,2,1,9
ffmpeg,275,2,2,0
ffmpeg,275,2,3,9
ffmpeg,275,2,4,0
ffmpeg,275,2,5,0
ffmpeg,275,2,6,0
ffmpeg,275,2,7,0
ffmpeg,275,2,8,0
ffmpeg,275,2,9,9
ffmpeg,275,2,10,9
ffmpeg,276,0,1,0
ffmpeg,276,0,2,0
ffmpeg,276,0,3,0
ffmpeg,276,0,4,0
ffmpeg,276,0,5,9
ffmpeg,276,0,6,0
ffmpeg,276,0,7,0
ffmpeg,276,0,8,0
ffmpeg,276,0,9,0
ffmpeg,276,0,10,9
ffmpeg,276,1,1,9
ffmpeg,276,1,2,0
ffmpeg,276,1,3,0
ffmpeg,276,1,4,0
ffmpeg,276,1,5,9
ffmpeg,276,1,6,0
ffmpeg,276,1,7,0
ffmpeg,276,1,8,0
ffmpeg,276,1,9,0
ffmpeg,276,1,10,9
ffmpeg,276,2,1,0
ffmpeg,276,2,2,0
ffmpeg,276,2,3,0
ffmpeg,276,2,4,9
ffmpeg,276,2,5,0
ffmpeg,276,2,6,0
ffmpeg,276,2,7,0
ffmpeg,276,2,8,0
ffmpeg,276,2,9,0
ffmpeg,276,2,10,0
ffmpeg,277,0,1,0
ffmpeg,277,0,2,0
ffmpeg,277,0,3,0
ffmpeg,277,0,4,9
ffmpeg,277,0,5,0
ffmpeg,277,0,6,0
ffmpeg,277,0,7,9
ffmpeg,277,0,8,0
ffmpeg,277,0,9,0
ffmpeg,277,0,10,0
ffmpeg,277,1,1,9
ffmpeg,277,1,2,0
ffmpeg,277,1,3,0
ffmpeg,277,1,4,0
ffmpeg,277,1,5,9
ffmpeg,277,1,6,0
ffmpeg,277,1,7,0
ffmpeg,277,1,8,9
ffmpeg,277,1,9,0
ffmpeg,277,1,10,0
ffmpeg,277,2,1,9
ffmpeg,277,2,2,0
ffmpeg,277,2,3,0
ffmpeg,277,2,4,0
ffmpeg,277,2,5,9
ffmpeg,277,2,6,0
ffmpeg,277,2,7,0
ffmpeg,277,2,8,0
ffmpeg,277,2,9,0
ffmpeg,277,2,10,0
ffmpeg,278,0,1,0
ffmpeg,278,0,2,0
ffmpeg,278,0,3,0
ffmpeg,278,0,4,9
ffmpeg,278,0,5,0
ffmpeg,278,0,6,0
ffmpeg,278,0,7,0
ffmpeg,278,0,8,9
ffmpeg,278,0,9,9
ffmpeg,278,0,10,0
ffmpeg,278,1,1,0
ffmpeg,278,1,2,0
ffmpeg,278,1,3,0
ffmpeg,278,1,4,9
ffmpeg,278,1,5,0
ffmpeg,278,1,6,0
ffmpeg,278,1,7,0
ffmpeg,278,1,8,9
ffmpeg,278,1,9,9
ffmpeg,278,1,10,0
ffmpeg,278,2,1,9
ffmpeg,278,2,2,0
ffmpeg,278,2,3,9
ffmpeg,278,2,4,0
ffmpeg,278,2,5,9
ffmpeg,278,2,6,0
ffmpeg,278,2,7,0
ffmpeg,278,2,8,0
ffmpeg,278,2,9,9
ffmpeg,278,2,10,9
ffmpeg,279,0,1,9
ffmpeg,279,0,2,4
ffmpeg,279,0,3,0
ffmpeg,279,0,4,0
ffmpeg,279,0,5,9
ffmpeg,279,0,6,0
ffmpeg,279,0,7,0
ffmpeg,279,0,8,9
ffmpeg,279,0,9,0
ffmpeg,279,0,10,4
ffmpeg,279,1,1,9
ffmpeg,279,1,2,0
ffmpeg,279,1,3,9
ffmpeg,279,1,4,0
ffmpeg,279,1,5,0
ffmpeg,279,1,6,0
ffmpeg,279,1,7,0
ffmpeg,279,1,8,0
ffmpeg,279,1,9,9
ffmpeg,279,1,10,9
ffmpeg,279,2,1,9
ffmpeg,279,2,2,0
ffmpeg,279,2,3,0
ffmpeg,279,2,4,0
ffmpeg,279,2,5,0
ffmpeg,279,2,6,9
ffmpeg,279,2,7,0
ffmpeg,279,2,8,0
ffmpeg,279,2,9,0
ffmpeg,279,2,10,9
ffmpeg,280,0,1,0
ffmpeg,280,0,2,0
ffmpeg,280,0,3,0
ffmpeg,280,0,4,9
ffmpeg,280,0,5,0
ffmpeg,280,0,6,0
ffmpeg,280,0,7,9
ffmpeg,280,0,8,0
ffmpeg,280,0,9,0
ffmpeg,280,0,10,0
ffmpeg,280,1,1,9
ffmpeg,280,1,2,0
ffmpeg,280,1,3,0
ffmpeg,280,1,4,0
ffmpeg,280,1,5,9
ffmpeg,280,1,6,0
ffmpeg,280,1,7,0
ffmpeg,280,1,8,0
ffmpeg,280,1,9,0
ffmpeg,280,1,10,0
ffmpeg,280,2,1,9
ffmpeg,280,2,2,0
ffmpeg,280,2,3,0
ffmpeg,280,2,4,0
ffmpeg,280,2,5,9
ffmpeg,280,2,6,0
ffmpeg,280,2,7,0
ffmpeg,280,2,8,9
ffmpeg,280,2,9,0
ffmpeg,280,2,10,0
ffmpeg,281,0,1,0
ffmpeg,281,0,2,0
ffmpeg,281,0,3,0
ffmpeg,281,0,4,9
ffmpeg,281,0,5,0
ffmpeg,281,0,6,0
ffmpeg,281,0,7,9
ffmpeg,281,0,8,0
ffmpeg,281,0,9,0
ffmpeg,281,0,10,0
ffmpeg,281,1,1,9
ffmpeg,281,1,2,0
ffmpeg,281,1,3,9
ffmpeg,281,1,4,0
ffmpeg,281,1,5,0
ffmpeg,281,1,6,0
ffmpeg,281,1,7,0
ffmpeg,281,1,8,0
ffmpeg,281,1,9,0
ffmpeg,281,1,10,9
ffmpeg,281,2,1,0
ffmpeg,281,2,2,0
ffmpeg,281,2,3,0
ffmpeg,281,2,4,9
ffmpeg,281,2,5,0
ffmpeg,281,2,6,0
ffmpeg,281,2,7,0
ffmpeg,281,2,8,0
ffmpeg,281,2,9,0
ffmpeg,281,2,10,0
ffmpeg,282,0,1,9
ffmpeg,282,0,2,0
ffmpeg,282,0,3,0
ffmpeg,282,0,4,0
ffmpeg,282,0,5,9
ffmpeg,282,0,6,0
ffmpeg,282,0,7,0
ffmpeg,282,0,8,0
ffmpeg,282,0,9,0
ffmpeg,282,0,10,0
ffmpeg,282,1,1,0
ffmpeg,282,1,2,0
ffmpeg,282,1,3,9
ffmpeg,282,1,4,0
ffmpeg,282,1,5,9
ffmpeg,282,1,6,0
ffmpeg,282,1,7,0
ffmpeg,282,1,8,9
ffmpeg,282,1,9,0
ffmpeg,282,1,10,0
ffmpeg,282,2,1,9
ffmpeg,282,2,2,0
ffmpeg,282,2,3,0
ffmpeg,282,2,4,0
ffmpeg,282,2,5,9
ffmpeg,282,2,6,0
ffmpeg,282,2,7,0
ffmpeg,282,2,8,0
ffmpeg,282,2,9,0
ffmpeg,282,2,10,9
ffmpeg,283,0,1,0
ffmpeg,283,0,2,0
ffmpeg,283,0,3,0
ffmpeg,283,0,4,9
ffmpeg,283,0,5,0
ffmpeg,283,0,6,0
ffmpeg,283,0,7,9
ffmpeg,283,0,8,0
ffmpeg,283,0,9,0
ffmpeg,283,0,10,0
ffmpeg,283,1,1,9
ffmpeg,283,1,2,0
ffmpeg,283,1,3,0
ffmpeg,283,1,4,0
ffmpeg,283,1,5,9
ffmpeg,283,1,6,0
ffmpeg,283,1,7,9
ffmpeg,283,1,8,0
ffmpeg,283,1,9,0
ffmpeg,283,1,10,0
ffmpeg,283,2,1,9
ffmpeg,283,2,2,9
ffmpeg,283,2,3,0
ffmpeg,283,2,4,0
ffmpeg,283,2,5,0
ffmpeg,283,2,6,0
ffmpeg,283,2,7,9
ffmpeg,283,2,8,0
ffmpeg,283,2,9,0
ffmpeg,283,2,10,9
ffmpeg,284,0,1,0
ffmpeg,284,0,2,9
ffmpeg,284,0,3,0
ffmpeg,284,0,4,0
ffmpeg,284,0,5,9
ffmpeg,284,0,6,9
ffmpeg,284,0,7,0
ffmpeg,284,0,8,0
ffmpeg,284,0,9,0
ffmpeg,284,0,10,9
ffmpeg,284,1,1,9
ffmpeg,284,1,2,0
ffmpeg,284,1,3,9
ffmpeg,284,1,4,0
ffmpeg,284,1,5,9
ffmpeg,284,1,6,0
ffmpeg,284,1,7,0
ffmpeg,284,1,8,9
ffmpeg,284,1,9,0
ffmpeg,284,1,10,0
ffmpeg,284,2,1,9
ffmpeg,284,2,2,0
ffmpeg,284,2,3,9
ffmpeg,284,2,4,0
ffmpeg,284,2,5,9
ffmpeg,284,2,6,0
ffmpeg,284,2,7,0
ffmpeg,284,2,8,0
ffmpeg,284,2,9,0
ffmpeg,284,2,10,0
ffmpeg,285,0,1,9
ffmpeg,285,0,2,0
ffmpeg,285,0,3,0
ffmpeg,285,0,4,0
ffmpeg,285,0,5,0
ffmpeg,285,0,6,0
ffmpeg,285,0,7,0
ffmpeg,285,0,8,0
ffmpeg,285,0,9,0
ffmpeg,285,0,10,9
ffmpeg,285,1,1,0
ffmpeg,285,1,2,0
ffmpeg,285,1,3,0
ffmpeg,285,1,4,9
ffmpeg,285,1,5,0
ffmpeg,285,1,6,0
ffmpeg,285,1,7,9
ffmpeg,285,1,8,0
ffmpeg,285,1,9,0
ffmpeg,285,1,10,0
ffmpeg,285,2,1,9
ffmpeg,285,2,2,0
ffmpeg,285,2,3,0
ffmpeg,285,2,4,9
ffmpeg,285,2,5,9
ffmpeg,285,2,6,0
ffmpeg,285,2,7,9
ffmpeg,285,2,8,0
ffmpeg,285,2,9,0
ffmpeg,285,2,10,0
ffmpeg,286,0,1,0
ffmpeg,286,0,2,0
ffmpeg,286,0,3,0
ffmpeg,286,0,4,0
ffmpeg,286,0,5,0
ffmpeg,286,0,6,0
ffmpeg,286,0,7,0
ffmpeg,286,0,8,0
ffmpeg,286,0,9,9
ffmpeg,286,0,10,0
ffmpeg,286,1,1,9
ffmpeg,286,1,2,0
ffmpeg,286,1,3,0
ffmpeg,286,1,4,0
ffmpeg,286,1,5,9
ffmpeg,286,1,6,0
ffmpeg,286,1,7,0
ffmpeg,286,1,8,9
ffmpeg,286,1,9,0
ffmpeg,286,1,10,0
ffmpeg,286,2,1,9
ffmpeg,286,2,2,0
ffmpeg,286,2,3,0
ffmpeg,286,2,4,0
ffmpeg,286,2,5,0
ffmpeg,286,2,6,9
ffmpeg,286,2,7,0
ffmpeg,286,2,8,0
ffmpeg,286,2,9,0
ffmpeg,286,2,10,0
ffmpeg,287,0,1,4
ffmpeg,287,0,2,9
ffmpeg,287,0,3,0
ffmpeg,287,0,4,9
ffmpeg,287,0,5,4
ffmpeg,287,0,6,4
ffmpeg,287,0,7,9
ffmpeg,287,0,8,4
ffmpeg,287,0,9,4
ffmpeg,287,0,10,4
ffmpeg,287,1,1,9
ffmpeg,287,1,2,0
ffmpeg,287,1,3,9
ffmpeg,287,1,4,9
ffmpeg,287,1,5,9
ffmpeg,287,1,6,9
ffmpeg,287,1,7,9
ffmpeg,287,1,8,0
ffmpeg,287,1,9,0
ffmpeg,287,1,10,9
ffmpeg,287,2,1,4
ffmpeg,287,2,2,9
ffmpeg,287,2,3,9
ffmpeg,287,2,4,9
ffmpeg,287,2,5,4
ffmpeg,287,2,6,0
ffmpeg,287,2,7,9
ffmpeg,287,2,8,4
ffmpeg,287,2,9,4
ffmpeg,287,2,10,0
ffmpeg,288,0,1,9
ffmpeg,288,0,2,0
ffmpeg,288,0,3,0
ffmpeg,288,0,4,0
ffmpeg,288,0,5,0
ffmpeg,288,0,6,0
ffmpeg,288,0,7,0
ffmpeg,288,0,8,0
ffmpeg,288,0,9,0
ffmpeg,288,0,10,9
ffmpeg,288,1,1,0
ffmpeg,288,1,2,0
ffmpeg,288,1,3,0
ffmpeg,288,1,4,0
ffmpeg,288,1,5,9
ffmpeg,288,1,6,0
ffmpeg,288,1,7,0
ffmpeg,288,1,8,0
ffmpeg,288,1,9,0
ffmpeg,288,1,10,0
ffmpeg,288,2,1,9
ffmpeg,288,2,2,0
ffmpeg,288,2,3,0
ffmpeg,288,2,4,0
ffmpeg,288,2,5,9
ffmpeg,288,2,6,0
ffmpeg,288,2,7,0
ffmpeg,288,2,8,9
ffmpeg,288,2,9,0
ffmpeg,288,2,10,0
ffmpeg,289,0,1,0
ffmpeg,289,0,2,0
ffmpeg,289,0,3,0
ffmpeg,289,0,4,9
ffmpeg,289,0,5,0
ffmpeg,289,0,6,1
ffmpeg,289,0,7,1
ffmpeg,289,0,8,9
ffmpeg,289,0,9,9
ffmpeg,289,0,10,1
ffmpeg,289,1,1,9
ffmpeg,289,1,2,0
ffmpeg,289,1,3,9
ffmpeg,289,1,4,0
ffmpeg,289,1,5,9
ffmpeg,289,1,6,0
ffmpeg,289,1,7,0
ffmpeg,289,1,8,1
ffmpeg,289,1,9,9
ffmpeg,289,1,10,9
ffmpeg,289,2,1,9
ffmpeg,289,2,2,0
ffmpeg,289,2,3,9
ffmpeg,289,2,4,9
ffmpeg,289,2,5,9
ffmpeg,289,2,6,0
ffmpeg,289,2,7,0
ffmpeg,289,2,8,0
ffmpeg,289,2,9,0
ffmpeg,289,2,10,0
ffmpeg,290,0,1,0
ffmpeg,290,0,2,0
ffmpeg,290,0,3,0
ffmpeg,290,0,4,0
ffmpeg,290,0,5,0
ffmpeg,290,0,6,0
ffmpeg,290,0,7,0
ffmpeg,290,0,8,0
ffmpeg,290,0,9,0
ffmpeg,290,0,10,0
ffmpeg,290,1,1,9
ffmpeg,290,1,2,0
ffmpeg,290,1,3,0
ffmpeg,290,1,4,0
ffmpeg,290,1,5,9
ffmpeg,290,1,6,0
ffmpeg,290,1,7,0
ffmpeg,290,1,8,0
ffmpeg,290,1,9,0
ffmpeg,290,1,10,0
ffmpeg,290,2,1,9
ffmpeg,290,2,2,0
ffmpeg,290,2,3,0
ffmpeg,290,2,4,0
ffmpeg,290,2,5,9
ffmpeg,290,2,6,0
ffmpeg,290,2,7,0
ffmpeg,290,2,8,0
ffmpeg,290,2,9,0
ffmpeg,290,2,10,0
ffmpeg,291,0,1,0
ffmpeg,291,0,2,0
ffmpeg,291,0,3,0
ffmpeg,291,0,4,9
ffmpeg,291,0,5,0
ffmpeg,291,0,6,0
ffmpeg,291,0,7,0
ffmpeg,291,0,8,9
ffmpeg,291,0,9,0
ffmpeg,291,0,10,0
ffmpeg,291,1,1,0
ffmpeg,291,1,2,0
ffmpeg,291,1,3,0
ffmpeg,291,1,4,9
ffmpeg,291,1,5,0
ffmpeg,291,1,6,0
ffmpeg,291,1,7,0
ffmpeg,291,1,8,9
ffmpeg,291,1,9,0
ffmpeg,291,1,10,0
ffmpeg,291,2,1,9
ffmpeg,291,2,2,0
ffmpeg,291,2,3,9
ffmpeg,291,2,4,0
ffmpeg,291,2,5,9
ffmpeg,291,2,6,0
ffmpeg,291,2,7,0
ffmpeg,291,2,8,0
ffmpeg,291,2,9,9
ffmpeg,291,2,10,0
ffmpeg,292,0,1,0
ffmpeg,292,0,2,0
ffmpeg,292,0,3,9
ffmpeg,292,0,4,9
ffmpeg,292,0,5,0
ffmpeg,292,0,6,0
ffmpeg,292,0,7,0
ffmpeg,292,0,8,9
ffmpeg,292,0,9,0
ffmpeg,292,0,10,0
ffmpeg,292,1,1,0
ffmpeg,292,1,2,9
ffmpeg,292,1,3,0
ffmpeg,292,1,4,0
ffmpeg,292,1,5,0
ffmpeg,292,1,6,9
ffmpeg,292,1,7,9
ffmpeg,292,1,8,9
ffmpeg,292,1,9,9
ffmpeg,292,1,10,9
ffmpeg,292,2,1,0
ffmpeg,292,2,2,0
ffmpeg,292,2,3,0
ffmpeg,292,2,4,9
ffmpeg,292,2,5,0
ffmpeg,292,2,6,0
ffmpeg,292,2,7,0
ffmpeg,292,2,8,9
ffmpeg,292,2,9,0
ffmpeg,292,2,10,0
ffmpeg,293,0,1,9
ffmpeg,293,0,2,0
ffmpeg,293,0,3,0
ffmpeg,293,0,4,0
ffmpeg,293,0,5,9
ffmpeg,293,0,6,1
ffmpeg,293,0,7,1
ffmpeg,293,0,8,1
ffmpeg,293,0,9,1
ffmpeg,293,0,10,1
ffmpeg,293,1,1,9
ffmpeg,293,1,2,1
ffmpeg,293,1,3,1
ffmpeg,293,1,4,1
ffmpeg,293,1,5,9
ffmpeg,293,1,6,1
ffmpeg,293,1,7,1
ffmpeg,293,1,8,9
ffmpeg,293,1,9,1
ffmpeg,293,1,10,1
ffmpeg,293,2,1,9
ffmpeg,293,2,2,0
ffmpeg,293,2,3,0
ffmpeg,293,2,4,0
ffmpeg,293,2,5,9
ffmpeg,293,2,6,0
ffmpeg,293,2,7,0
ffmpeg,293,2,8,0
ffmpeg,293,2,9,0
ffmpeg,293,2,10,0
ffmpeg,294,0,1,4
ffmpeg,294,0,2,0
ffmpeg,294,0,3,9
ffmpeg,294,0,4,9
ffmpeg,294,0,5,4
ffmpeg,294,0,6,4
ffmpeg,294,0,7,9
ffmpeg,294,0,8,4
ffmpeg,294,0,9,4
ffmpeg,294,0,10,4
ffmpeg,294,1,1,4
ffmpeg,294,1,2,9
ffmpeg,294,1,3,0
ffmpeg,294,1,4,9
ffmpeg,294,1,5,4
ffmpeg,294,1,6,0
ffmpeg,294,1,7,9
ffmpeg,294,1,8,4
ffmpeg,294,1,9,4
ffmpeg,294,1,10,4
ffmpeg,294,2,1,0
ffmpeg,294,2,2,9
ffmpeg,294,2,3,9
ffmpeg,294,2,4,9
ffmpeg,294,2,5,9
ffmpeg,294,2,6,9
ffmpeg,294,2,7,0
ffmpeg,294,2,8,0
ffmpeg,294,2,9,9
ffmpeg,294,2,10,9
ffmpeg,295,0,1,9
ffmpeg,295,0,2,0
ffmpeg,295,0,3,0
ffmpeg,295,0,4,1
ffmpeg,295,0,5,9
ffmpeg,295,0,6,1
ffmpeg,295,0,7,1
ffmpeg,295,0,8,9
ffmpeg,295,0,9,1
ffmpeg,295,0,10,0
ffmpeg,295,1,1,9
ffmpeg,295,1,2,0
ffmpeg,295,1,3,0
ffmpeg,295,1,4,0
ffmpeg,295,1,5,0
ffmpeg,295,1,6,9
ffmpeg,295,1,7,0
ffmpeg,295,1,8,0
ffmpeg,295,1,9,0
ffmpeg,295,1,10,9
ffmpeg,295,2,1,0
ffmpeg,295,2,2,0
ffmpeg,295,2,3,0
ffmpeg,295,2,4,0
ffmpeg,295,2,5,9
ffmpeg,295,2,6,9
ffmpeg,295,2,7,0
ffmpeg,295,2,8,0
ffmpeg,295,2,9,0
ffmpeg,295,2,10,9
ffmpeg,296,0,1,9
ffmpeg,296,0,2,0
ffmpeg,296,0,3,9
ffmpeg,296,0,4,9
ffmpeg,296,0,5,0
ffmpeg,296,0,6,0
ffmpeg,296,0,7,0
ffmpeg,296,0,8,9
ffmpeg,296,0,9,0
ffmpeg,296,0,10,0
ffmpeg,296,1,1,0
ffmpeg,296,1,2,9
ffmpeg,296,1,3,0
ffmpeg,296,1,4,0
ffmpeg,296,1,5,9
ffmpeg,296,1,6,0
ffmpeg,296,1,7,9
ffmpeg,296,1,8,9
ffmpeg,296,1,9,9
ffmpeg,296,1,10,9
ffmpeg,296,2,1,9
ffmpeg,296,2,2,0
ffmpeg,296,2,3,9
ffmpeg,296,2,4,0
ffmpeg,296,2,5,9
ffmpeg,296,2,6,0
ffmpeg,296,2,7,0
ffmpeg,296,2,8,0
ffmpeg,296,2,9,9
ffmpeg,296,2,10,0
ffmpeg,297,0,1,4
ffmpeg,297,0,2,9
ffmpeg,297,0,3,9
ffmpeg,297,0,4,9
ffmpeg,297,0,5,4
ffmpeg,297,0,6,4
ffmpeg,297,0,7,4
ffmpeg,297,0,8,4
ffmpeg,297,0,9,4
ffmpeg,297,0,10,4
ffmpeg,297,1,1,9
ffmpeg,297,1,2,9
ffmpeg,297,1,3,0
ffmpeg,297,1,4,9
ffmpeg,297,1,5,9
ffmpeg,297,1,6,9
ffmpeg,297,1,7,9
ffmpeg,297,1,8,0
ffmpeg,297,1,9,0
ffmpeg,297,1,10,9
ffmpeg,297,2,1,4
ffmpeg,297,2,2,0
ffmpeg,297,2,3,9
ffmpeg,297,2,4,9
ffmpeg,297,2,5,4
ffmpeg,297,2,6,4
ffmpeg,297,2,7,9
ffmpeg,297,2,8,4
ffmpeg,297,2,9,4
ffmpeg,297,2,10,4
ffmpeg,298,0,1,4
ffmpeg,298,0,2,9
ffmpeg,298,0,3,9
ffmpeg,298,0,4,9
ffmpeg,298,0,5,4
ffmpeg,298,0,6,4
ffmpeg,298,0,7,4
ffmpeg,298,0,8,9
ffmpeg,298,0,9,9
ffmpeg,298,0,10,9
ffmpeg,298,1,1,4
ffmpeg,298,1,2,9
ffmpeg,298,1,3,9
ffmpeg,298,1,4,9
ffmpeg,298,1,5,4
ffmpeg,298,1,6,0
ffmpeg,298,1,7,9
ffmpeg,298,1,8,4
ffmpeg,298,1,9,4
ffmpeg,298,1,10,4
ffmpeg,298,2,1,4
ffmpeg,298,2,2,9
ffmpeg,298,2,3,9
ffmpeg,298,2,4,9
ffmpeg,298,2,5,2
ffmpeg,298,2,6,4
ffmpeg,298,2,7,9
ffmpeg,298,2,8,4
ffmpeg,298,2,9,9
ffmpeg,298,2,10,9
ffmpeg,299,0,1,9
ffmpeg,299,0,2,0
ffmpeg,299,0,3,9
ffmpeg,299,0,4,0
ffmpeg,299,0,5,9
ffmpeg,299,0,6,0
ffmpeg,299,0,7,0
ffmpeg,299,0,8,9
ffmpeg,299,0,9,0
ffmpeg,299,0,10,0
ffmpeg,299,1,1,0
ffmpeg,299,1,2,9
ffmpeg,299,1,3,0
ffmpeg,299,1,4,0
ffmpeg,299,1,5,0
ffmpeg,299,1,6,0
ffmpeg,299,1,7,0
ffmpeg,299,1,8,9
ffmpeg,299,1,9,9
ffmpeg,299,1,10,9
ffmpeg,299,2,1,9
ffmpeg,299,2,2,0
ffmpeg,299,2,3,9
ffmpeg,299,2,4,9
ffmpeg,299,2,5,9
ffmpeg,299,2,6,0
ffmpeg,299,2,7,0
ffmpeg,299,2,8,9
ffmpeg,299,2,9,0
ffmpeg,299,2,10,0
ffmpeg,300,0,1,9
ffmpeg,300,0,2,0
ffmpeg,300,0,3,9
ffmpeg,300,0,4,0
ffmpeg,300,0,5,9
ffmpeg,300,0,6,0
ffmpeg,300,0,7,0
ffmpeg,300,0,8,0
ffmpeg,300,0,9,0
ffmpeg,300,0,10,0
ffmpeg,300,1,1,9
ffmpeg,300,1,2,0
ffmpeg,300,1,3,9
ffmpeg,300,1,4,0
ffmpeg,300,1,5,0
ffmpeg,300,1,6,9
ffmpeg,300,1,7,0
ffmpeg,300,1,8,0
ffmpeg,300,1,9,9
ffmpeg,300,1,10,9
ffmpeg,300,2,1,9
ffmpeg,300,2,2,0
ffmpeg,300,2,3,9
ffmpeg,300,2,4,0
ffmpeg,300,2,5,9
ffmpeg,300,2,6,0
ffmpeg,300,2,7,0
ffmpeg,300,2,8,0
ffmpeg,300,2,9,0
ffmpeg,300,2,10,9
ffmpeg,301,0,1,0
ffmpeg,301,0,2,0
ffmpeg,301,0,3,0
ffmpeg,301,0,4,9
ffmpeg,301,0,5,0
ffmpeg,301,0,6,0
ffmpeg,301,0,7,9
ffmpeg,301,0,8,0
ffmpeg,301,0,9,0
ffmpeg,301,0,10,0
ffmpeg,301,1,1,9
ffmpeg,301,1,2,0
ffmpeg,301,1,3,0
ffmpeg,301,1,4,0
ffmpeg,301,1,5,0
ffmpeg,301,1,6,0
ffmpeg,301,1,7,9
ffmpeg,301,1,8,0
ffmpeg,301,1,9,0
ffmpeg,301,1,10,0
ffmpeg,301,2,1,0
ffmpeg,301,2,2,0
ffmpeg,301,2,3,0
ffmpeg,301,2,4,9
ffmpeg,301,2,5,0
ffmpeg,301,2,6,0
ffmpeg,301,2,7,9
ffmpeg,301,2,8,0
ffmpeg,301,2,9,0
ffmpeg,301,2,10,0
ffmpeg,302,0,1,0
ffmpeg,302,0,2,0
ffmpeg,302,0,3,0
