program,input,iteration,path_rank,archetype
sqlite,485,0,7,1
sqlite,485,0,8,1
sqlite,485,0,9,7
sqlite,485,0,10,7
sqlite,485,1,1,8
sqlite,485,1,2,7
sqlite,485,1,3,3
sqlite,485,1,4,3
sqlite,485,1,5,8
sqlite,485,1,6,8
sqlite,485,1,7,8
sqlite,485,1,8,8
sqlite,485,1,9,8
sqlite,485,1,10,7
sqlite,485,2,1,1
sqlite,485,2,2,7
sqlite,485,2,3,3
sqlite,485,2,4,3
sqlite,485,2,5,1
sqlite,485,2,6,2
sqlite,485,2,7,1
sqlite,485,2,8,1
sqlite,485,2,9,1
sqlite,485,2,10,7
sqlite,486,0,1,1
sqlite,486,0,2,7
sqlite,486,0,3,3
sqlite,486,0,4,3
sqlite,486,0,5,1
sqlite,486,0,6,1
sqlite,486,0,7,1
sqlite,486,0,8,1
sqlite,486,0,9,1
sqlite,486,0,10,7
sqlite,486,1,1,1
sqlite,486,1,2,7
sqlite,486,1,3,3
sqlite,486,1,4,3
sqlite,486,1,5,1
sqlite,486,1,6,1
sqlite,486,1,7,1
sqlite,486,1,8,1
sqlite,486,1,9,1
sqlite,486,1,10,7
sqlite,486,2,1,1
sqlite,486,2,2,7
sqlite,486,2,3,3
sqlite,486,2,4,3
sqlite,486,2,5,1
sqlite,486,2,6,1
sqlite,486,2,7,1
sqlite,486,2,8,1
sqlite,486,2,9,1
sqlite,486,2,10,7
sqlite,487,0,1,1
sqlite,487,0,2,7
sqlite,487,0,3,7
sqlite,487,0,4,3
sqlite,487,0,5,1
sqlite,487,0,6,1
sqlite,487,0,7,2
sqlite,487,0,8,1
sqlite,487,0,9,1
sqlite,487,0,10,7
sqlite,487,1,1,8
sqlite,487,1,2,7
sqlite,487,1,3,8
sqlite,487,1,4,3
sqlite,487,1,5,8
sqlite,487,1,6,8
sqlite,487,1,7,8
sqlite,487,1,8,8
sqlite,487,1,9,8
sqlite,487,1,10,7
sqlite,487,2,1,1
sqlite,487,2,2,7
sqlite,487,2,3,7
sqlite,487,2,4,3
sqlite,487,2,5,1
sqlite,487,2,6,1
sqlite,487,2,7,1
sqlite,487,2,8,1
sqlite,487,2,9,1
sqlite,487,2,10,1
sqlite,488,0,1,1
sqlite,488,0,2,7
sqlite,488,0,3,7
sqlite,488,0,4,3
sqlite,488,0,5,1
sqlite,488,0,6,1
sqlite,488,0,7,1
sqlite,488,0,8,1
sqlite,488,0,9,7
sqlite,488,0,10,7
sqlite,488,1,1,1
sqlite,488,1,2,8
sqlite,488,1,3,3
sqlite,488,1,4,1
sqlite,488,1,5,1
sqlite,488,1,6,1
sqlite,488,1,7,1
sqlite,488,1,8,7
sqlite,488,1,9,7
sqlite,488,1,10,7
sqlite,488,2,1,8
sqlite,488,2,2,7
sqlite,488,2,3,3
sqlite,488,2,4,8
sqlite,488,2,5,8
sqlite,488,2,6,8
sqlite,488,2,7,8
sqlite,488,2,8,8
sqlite,488,2,9,7
sqlite,488,2,10,7
sqlite,489,0,1,1
sqlite,489,0,2,7
sqlite,489,0,3,7
sqlite,489,0,4,3
sqlite,489,0,5,8
sqlite,489,0,6,1
sqlite,489,0,7,1
sqlite,489,0,8,1
sqlite,489,0,9,1
sqlite,489,0,10,7
sqlite,489,1,1,1
sqlite,489,1,2,7
sqlite,489,1,3,7
sqlite,489,1,4,3
sqlite,489,1,5,1
sqlite,489,1,6,1
sqlite,489,1,7,1
sqlite,489,1,8,1
sqlite,489,1,9,1
sqlite,489,1,10,1
sqlite,489,2,1,1
sqlite,489,2,2,7
sqlite,489,2,3,3
sqlite,489,2,4,1
sqlite,489,2,5,1
sqlite,489,2,6,2
sqlite,489,2,7,1
sqlite,489,2,8,1
sqlite,489,2,9,1
sqlite,489,2,10,7
sqlite,490,0,1,1
sqlite,490,0,2,7
sqlite,490,0,3,3
sqlite,490,0,4,3
sqlite,490,0,5,1
sqlite,490,0,6,1
sqlite,490,0,7,1
sqlite,490,0,8,1
sqlite,490,0,9,1
sqlite,490,0,10,7
sqlite,490,1,1,1
sqlite,490,1,2,7
sqlite,490,1,3,3
sqlite,490,1,4,3
sqlite,490,1,5,1
sqlite,490,1,6,1
sqlite,490,1,7,1
sqlite,490,1,8,1
sqlite,490,1,9,7
sqlite,490,1,10,7
sqlite,490,2,1,1
sqlite,490,2,2,7
sqlite,490,2,3,3
sqlite,490,2,4,3
sqlite,490,2,5,1
sqlite,490,2,6,1
sqlite,490,2,7,1
sqlite,490,2,8,1
sqlite,490,2,9,1
sqlite,490,2,10,7
sqlite,491,0,1,1
sqlite,491,0,2,7
sqlite,491,0,3,3
sqlite,491,0,4,1
sqlite,491,0,5,1
sqlite,491,0,6,1
sqlite,491,0,7,1
sqlite,491,0,8,1
sqlite,491,0,9,7
sqlite,491,0,10,7
sqlite,491,1,1,1
sqlite,491,1,2,7
sqlite,491,1,3,3
sqlite,491,1,4,1
sqlite,491,1,5,1
sqlite,491,1,6,1
sqlite,491,1,7,1
sqlite,491,1,8,1
sqlite,491,1,9,7
sqlite,491,1,10,7
sqlite,491,2,1,1
sqlite,491,2,2,7
sqlite,491,2,3,7
sqlite,491,2,4,3
sqlite,491,2,5,1
sqlite,491,2,6,1
sqlite,491,2,7,1
sqlite,491,2,8,1
sqlite,491,2,9,1
sqlite,491,2,10,7
sqlite,492,0,1,1
sqlite,492,0,2,7
sqlite,492,0,3,3
sqlite,492,0,4,1
sqlite,492,0,5,1
sqlite,492,0,6,1
sqlite,492,0,7,1
sqlite,492,0,8,1
sqlite,492,0,9,7
sqlite,492,0,10,7
sqlite,492,1,1,1
sqlite,492,1,2,7
sqlite,492,1,3,7
sqlite,492,1,4,3
sqlite,492,1,5,1
sqlite,492,1,6,1
sqlite,492,1,7,2
sqlite,492,1,8,1
sqlite,492,1,9,1
sqlite,492,1,10,7
sqlite,492,2,1,1
sqlite,492,2,2,7
sqlite,492,2,3,7
sqlite,492,2,4,3
sqlite,492,2,5,1
sqlite,492,2,6,1
sqlite,492,2,7,1
sqlite,492,2,8,1
sqlite,492,2,9,1
sqlite,492,2,10,7
sqlite,493,0,1,1
sqlite,493,0,2,7
sqlite,493,0,3,3
sqlite,493,0,4,3
sqlite,493,0,5,8
sqlite,493,0,6,1
sqlite,493,0,7,1
sqlite,493,0,8,1
sqlite,493,0,9,1
sqlite,493,0,10,7
sqlite,493,1,1,1
sqlite,493,1,2,7
sqlite,493,1,3,3
sqlite,493,1,4,3
sqlite,493,1,5,1
sqlite,493,1,6,1
sqlite,493,1,7,1
sqlite,493,1,8,1
sqlite,493,1,9,1
sqlite,493,1,10,7
sqlite,493,2,1,1
sqlite,493,2,2,7
sqlite,493,2,3,3
sqlite,493,2,4,3
sqlite,493,2,5,1
sqlite,493,2,6,1
sqlite,493,2,7,1
sqlite,493,2,8,1
sqlite,493,2,9,1
sqlite,493,2,10,8
sqlite,494,0,1,1
sqlite,494,0,2,7
sqlite,494,0,3,3
sqlite,494,0,4,3
sqlite,494,0,5,1
sqlite,494,0,6,1
sqlite,494,0,7,1
sqlite,494,0,8,1
sqlite,494,0,9,7
sqlite,494,0,10,7
sqlite,494,1,1,1
sqlite,494,1,2,7
sqlite,494,1,3,3
sqlite,494,1,4,3
sqlite,494,1,5,8
sqlite,494,1,6,8
sqlite,494,1,7,8
sqlite,494,1,8,1
sqlite,494,1,9,8
sqlite,494,1,10,7
sqlite,494,2,1,1
sqlite,494,2,2,7
sqlite,494,2,3,3
sqlite,494,2,4,3
sqlite,494,2,5,1
sqlite,494,2,6,1
sqlite,494,2,7,1
sqlite,494,2,8,1
sqlite,494,2,9,7
sqlite,494,2,10,7
sqlite,495,0,1,1
sqlite,495,0,2,7
sqlite,495,0,3,3
sqlite,495,0,4,1
sqlite,495,0,5,1
sqlite,495,0,6,1
sqlite,495,0,7,1
sqlite,495,0,8,1
sqlite,495,0,9,7
sqlite,495,0,10,7
sqlite,495,1,1,1
sqlite,495,1,2,7
sqlite,495,1,3,3
sqlite,495,1,4,1
sqlite,495,1,5,1
sqlite,495,1,6,2
sqlite,495,1,7,1
sqlite,495,1,8,1
sqlite,495,1,9,7
sqlite,495,1,10,7
sqlite,495,2,1,1
sqlite,495,2,2,7
sqlite,495,2,3,7
sqlite,495,2,4,3
sqlite,495,2,5,8
sqlite,495,2,6,1
sqlite,495,2,7,1
sqlite,495,2,8,1
sqlite,495,2,9,7
sqlite,495,2,10,7
sqlite,496,0,1,1
sqlite,496,0,2,7
sqlite,496,0,3,3
sqlite,496,0,4,1
sqlite,496,0,5,1
sqlite,496,0,6,2
sqlite,496,0,7,1
sqlite,496,0,8,1
sqlite,496,0,9,7
sqlite,496,0,10,7
sqlite,496,1,1,1
sqlite,496,1,2,7
sqlite,496,1,3,3
sqlite,496,1,4,1
sqlite,496,1,5,1
sqlite,496,1,6,2
sqlite,496,1,7,1
sqlite,496,1,8,1
sqlite,496,1,9,7
sqlite,496,1,10,7
sqlite,496,2,1,1
sqlite,496,2,2,7
sqlite,496,2,3,3
sqlite,496,2,4,1
sqlite,496,2,5,1
sqlite,496,2,6,1
sqlite,496,2,7,1
sqlite,496,2,8,1
sqlite,496,2,9,7
sqlite,496,2,10,7
sqlite,497,0,1,1
sqlite,497,0,2,7
sqlite,497,0,3,7
sqlite,497,0,4,3
sqlite,497,0,5,1
sqlite,497,0,6,1
sqlite,497,0,7,1
sqlite,497,0,8,1
sqlite,497,0,9,1
sqlite,497,0,10,7
sqlite,497,1,1,1
sqlite,497,1,2,7
sqlite,497,1,3,7
sqlite,497,1,4,3
sqlite,497,1,5,1
sqlite,497,1,6,1
sqlite,497,1,7,2
sqlite,497,1,8,1
sqlite,497,1,9,1
sqlite,497,1,10,1
sqlite,497,2,1,1
sqlite,497,2,2,7
sqlite,497,2,3,3
sqlite,497,2,4,1
sqlite,497,2,5,1
sqlite,497,2,6,1
sqlite,497,2,7,1
sqlite,497,2,8,1
sqlite,497,2,9,7
sqlite,497,2,10,7
sqlite,498,0,1,8
sqlite,498,0,2,8
sqlite,498,0,3,3
sqlite,498,0,4,3
sqlite,498,0,5,8
sqlite,498,0,6,8
sqlite,498,0,7,8
sqlite,498,0,8,8
sqlite,498,0,9,8
sqlite,498,0,10,8
sqlite,498,1,1,8
sqlite,498,1,2,7
sqlite,498,1,3,3
sqlite,498,1,4,3
sqlite,498,1,5,8
sqlite,498,1,6,8
sqlite,498,1,7,8
sqlite,498,1,8,8
sqlite,498,1,9,8
sqlite,498,1,10,8
sqlite,498,2,1,1
sqlite,498,2,2,7
sqlite,498,2,3,3
sqlite,498,2,4,3
sqlite,498,2,5,1
sqlite,498,2,6,1
sqlite,498,2,7,1
sqlite,498,2,8,1
sqlite,498,2,9,7
sqlite,498,2,10,7
sqlite,499,0,1,1
sqlite,499,0,2,7
sqlite,499,0,3,3
sqlite,499,0,4,3
sqlite,499,0,5,1
sqlite,499,0,6,1
sqlite,499,0,7,1
sqlite,499,0,8,1
sqlite,499,0,9,1
sqlite,499,0,10,1
sqlite,499,1,1,1
sqlite,499,1,2,7
sqlite,499,1,3,3
sqlite,499,1,4,3
sqlite,499,1,5,1
sqlite,499,1,6,1
sqlite,499,1,7,1
sqlite,499,1,8,1
sqlite,499,1,9,1
sqlite,499,1,10,7
sqlite,499,2,1,1
sqlite,499,2,2,7
sqlite,499,2,3,3
sqlite,499,2,4,3
sqlite,499,2,5,1
sqlite,499,2,6,1
sqlite,499,2,7,1
sqlite,499,2,8,1
sqlite,499,2,9,7
sqlite,499,2,10,7
openssl,0,0,1,2
openssl,0,0,2,2
openssl,0,0,3,6
openssl,0,0,4,2
openssl,0,0,5,1
openssl,0,0,6,1
openssl,0,0,7,6
openssl,0,0,8,6
openssl,0,1,1,2
openssl,0,1,2,2
openssl,0,1,3,7
openssl,0,1,4,6
openssl,0,1,5,1
openssl,0,1,6,2
openssl,0,1,7,6
openssl,0,1,8,6
openssl,0,1,9,1
openssl,0,2,1,2
openssl,0,2,2,1
openssl,0,2,3,6
openssl,0,2,4,7
openssl,0,2,5,1
openssl,0,2,6,1
openssl,0,2,7,6
openssl,0,2,8,6
openssl,0,2,9,1
openssl,1,0,1,2
openssl,1,0,2,1
openssl,1,0,3,6
openssl,1,0,4,1
openssl,1,0,5,1
openssl,1,0,6,6
openssl,1,0,7,6
openssl,1,0,8,1
openssl,1,0,9,2
openssl,1,1,1,2
openssl,1,1,2,1
openssl,1,1,3,6
openssl,1,1,4,1
openssl,1,1,5,2
openssl,1,1,6,6
openssl,1,1,7,6
openssl,1,1,8,2
openssl,1,2,1,2
openssl,1,2,2,2
openssl,1,2,3,6
openssl,1,2,4,1
openssl,1,2,5,1
openssl,1,2,6,6
openssl,1,2,7,6
openssl,2,1,1,2
openssl,2,1,2,1
openssl,2,1,3,6
openssl,2,1,4,1
openssl,2,1,5,6
openssl,2,1,6,6
openssl,3,0,1,2
openssl,3,0,2,1
openssl,3,0,3,6
openssl,3,0,4,1
openssl,3,0,5,1
openssl,3,0,6,6
openssl,3,0,7,6
openssl,3,1,1,2
openssl,3,1,2,1
openssl,3,1,3,7
openssl,3,1,4,6
openssl,3,1,5,1
openssl,3,1,6,6
openssl,3,1,7,6
openssl,3,2,1,2
openssl,3,2,2,1
openssl,3,2,3,6
openssl,3,2,4,1
openssl,3,2,5,1
openssl,3,2,6,6
openssl,3,2,7,6
openssl,4,0,1,2
openssl,4,0,2,1
openssl,4,0,3,6
openssl,4,0,4,1
openssl,4,0,5,1
openssl,4,0,6,6
openssl,4,0,7,6
openssl,4,0,8,1
openssl,4,1,1,2
openssl,4,1,2,1
openssl,4,1,3,6
openssl,4,1,4,2
openssl,4,1,5,1
openssl,4,1,6,1
openssl,4,1,7,6
openssl,4,1,8,6
openssl,4,2,1,2
openssl,4,2,2,2
openssl,4,2,3,2
openssl,4,2,4,6
openssl,4,2,5,1
openssl,4,2,6,6
openssl,4,2,7,6
openssl,4,2,8,2
openssl,5,0,1,2
openssl,5,0,2,1
openssl,5,0,3,6
openssl,5,0,4,1
openssl,5,0,5,1
openssl,5,0,6,6
openssl,5,0,7,6
openssl,5,1,1,2
openssl,5,1,2,1
openssl,5,1,3,6
openssl,5,1,4,1
openssl,5,1,5,1
openssl,5,1,6,6
openssl,5,1,7,6
openssl,5,1,8,1
openssl,6,0,1,2
openssl,6,0,2,5
openssl,6,0,3,2
openssl,6,0,4,6
openssl,6,0,5,5
openssl,6,0,6,5
openssl,6,0,7,6
openssl,6,0,8,6
openssl,6,0,9,6
openssl,6,1,1,2
openssl,6,1,2,1
openssl,6,1,3,6
openssl,6,1,4,1
openssl,6,1,5,1
openssl,6,1,6,6
openssl,6,1,7,6
openssl,6,1,8,2
openssl,6,2,1,2
openssl,6,2,2,1
openssl,6,2,3,2
openssl,6,2,4,6
openssl,6,2,5,1
openssl,6,2,6,1
openssl,6,2,7,6
openssl,6,2,8,6
openssl,7,0,1,2
openssl,7,0,2,1
openssl,7,0,3,6
openssl,7,0,4,1
openssl,7,0,5,1
openssl,7,0,6,6
openssl,7,0,7,6
openssl,7,0,8,2
openssl,7,0,9,6
openssl,7,1,1,5
openssl,7,1,2,5
openssl,7,1,3,5
openssl,7,1,4,5
openssl,7,1,5,5
openssl,7,2,1,2
openssl,7,2,2,1
openssl,7,2,3,6
openssl,7,2,4,1
openssl,7,2,5,1
openssl,7,2,6,6
openssl,7,2,7,6
openssl,8,0,1,2
openssl,8,0,2,1
openssl,8,0,3,6
openssl,8,0,4,1
openssl,8,0,5,1
openssl,8,0,6,6
openssl,8,0,7,6
openssl,8,1,1,2
openssl,8,1,2,1
openssl,8,1,3,6
openssl,8,1,4,1
openssl,8,1,5,1
openssl,8,1,6,6
openssl,8,1,7,6
openssl,8,1,8,2
openssl,8,2,1,2
openssl,8,2,2,1
openssl,8,2,3,6
openssl,8,2,4,7
openssl,8,2,5,1
openssl,8,2,6,1
openssl,8,2,7,6
openssl,8,2,8,6
openssl,9,0,1,2
openssl,9,0,2,1
openssl,9,0,3,6
openssl,9,0,4,1
openssl,9,0,5,1
openssl,9,0,6,6
openssl,9,0,7,6
openssl,10,0,1,1
openssl,10,0,2,2
openssl,10,0,3,6
openssl,10,0,4,1
openssl,10,0,5,1
openssl,10,0,6,6
openssl,10,0,7,6
openssl,10,0,8,1
openssl,10,1,1,5
openssl,10,1,2,5
openssl,10,1,3,5
openssl,10,1,4,5
openssl,10,1,5,5
openssl,10,1,6,5
openssl,10,1,7,5
openssl,10,1,8,5
openssl,10,1,9,5
openssl,10,1,10,5
openssl,10,2,1,2
openssl,10,2,2,1
openssl,10,2,3,6
openssl,10,2,4,1
openssl,10,2,5,2
openssl,10,2,6,6
openssl,10,2,7,6
openssl,10,2,8,1
openssl,11,0,1,2
openssl,11,0,2,2
openssl,11,0,3,6
openssl,11,0,4,1
openssl,11,0,5,6
openssl,11,0,6,6
openssl,11,1,1,2
openssl,11,1,2,1
openssl,11,1,3,6
openssl,11,1,4,7
openssl,11,1,5,1
openssl,11,1,6,1
openssl,11,1,7,6
openssl,11,1,8,6
openssl,11,1,9,1
openssl,11,1,10,6
openssl,11,2,1,2
openssl,11,2,2,5
openssl,11,2,3,5
openssl,11,2,4,5
openssl,11,2,5,5
openssl,11,2,6,5
openssl,11,2,7,5
openssl,12,0,1,2
openssl,12,0,2,1
openssl,12,0,3,6
openssl,12,0,4,1
openssl,12,0,5,1
openssl,12,0,6,6
openssl,12,0,7,6
openssl,12,1,1,2
openssl,12,1,2,1
openssl,12,1,3,6
openssl,12,1,4,1
openssl,12,1,5,2
openssl,12,1,6,6
openssl,12,1,7,6
openssl,12,2,1,2
openssl,12,2,2,1
openssl,12,2,3,6
openssl,12,2,4,7
openssl,12,2,5,1
openssl,12,2,6,1
openssl,12,2,7,6
openssl,12,2,8,6
openssl,13,0,1,2
openssl,13,0,2,1
openssl,13,0,3,6
openssl,13,0,4,1
openssl,13,0,5,1
openssl,13,0,6,6
openssl,13,0,7,6
openssl,13,0,8,1
openssl,13,1,1,2
openssl,13,1,2,1
openssl,13,1,3,6
openssl,13,1,4,2
openssl,13,1,5,1
openssl,13,1,6,1
openssl,13,1,7,6
openssl,13,1,8,6
openssl,13,2,1,2
openssl,13,2,2,1
openssl,13,2,3,7
openssl,13,2,4,6
openssl,13,2,5,1
openssl,13,2,6,1
openssl,13,2,7,6
openssl,13,2,8,6
openssl,14,0,1,2
openssl,14,0,2,1
openssl,14,0,3,6
openssl,14,0,4,1
openssl,14,0,5,1
openssl,14,0,6,6
openssl,14,0,7,6
openssl,14,1,1,5
openssl,14,1,2,1
openssl,14,1,3,5
openssl,14,1,4,1
openssl,14,1,5,1
openssl,14,1,6,5
openssl,14,1,7,6
openssl,14,2,1,2
openssl,14,2,2,1
openssl,14,2,3,6
openssl,14,2,4,1
openssl,14,2,5,1
openssl,14,2,6,6
openssl,14,2,7,6
openssl,15,0,1,2
openssl,15,0,2,1
openssl,15,0,3,6
openssl,15,0,4,2
openssl,15,0,5,1
openssl,15,0,6,1
openssl,15,0,7,6
openssl,15,0,8,6
openssl,15,1,1,2
openssl,15,1,2,1
openssl,15,1,3,6
openssl,15,1,4,7
openssl,15,1,5,1
openssl,15,1,6,1
openssl,15,1,7,6
openssl,15,1,8,6
openssl,15,1,9,2
openssl,15,2,1,5
openssl,15,2,2,5
openssl,15,2,3,5
openssl,15,2,4,5
openssl,15,2,5,5
openssl,15,2,6,5
openssl,15,2,7,5
openssl,15,2,8,5
openssl,16,0,1,2
openssl,16,0,2,1
openssl,16,0,3,6
openssl,16,0,4,1
openssl,16,0,5,6
openssl,16,0,6,6
openssl,16,1,1,2
openssl,16,1,2,1
openssl,16,1,3,6
openssl,16,1,4,1
openssl,16,1,5,6
openssl,16,1,6,6
openssl,16,1,7,1
openssl,16,2,1,2
openssl,16,2,2,1
openssl,16,2,3,6
openssl,16,2,4,7
openssl,16,2,5,1
openssl,16,2,6,1
openssl,16,2,7,6
openssl,16,2,8,6
openssl,17,0,1,2
openssl,17,0,2,2
openssl,17,0,3,7
openssl,17,0,4,6
openssl,17,0,5,1
openssl,17,0,6,6
openssl,17,0,7,6
openssl,17,0,8,1
openssl,17,1,1,2
openssl,17,1,2,1
openssl,17,1,3,6
openssl,17,1,4,1
openssl,17,1,5,1
openssl,17,1,6,6
openssl,17,1,7,6
openssl,17,1,8,2
openssl,17,2,1,2
openssl,17,2,2,5
openssl,17,2,3,5
openssl,17,2,4,5
openssl,17,2,5,5
openssl,17,2,6,5
openssl,17,2,7,5
openssl,17,2,8,5
openssl,17,2,9,5
openssl,18,0,1,2
openssl,18,0,2,1
openssl,18,0,3,6
openssl,18,0,4,1
openssl,18,0,5,1
openssl,18,0,6,6
openssl,18,0,7,6
openssl,18,1,1,2
openssl,18,1,2,1
openssl,18,1,3,6
openssl,18,1,4,1
openssl,18,1,5,1
openssl,18,1,6,6
openssl,18,1,7,6
openssl,18,2,1,2
openssl,18,2,2,1
openssl,18,2,3,6
openssl,18,2,4,2
openssl,18,2,5,1
openssl,18,2,6,6
openssl,18,2,7,6
openssl,19,0,1,2
openssl,19,0,2,1
openssl,19,0,3,6
openssl,19,0,4,1
openssl,19,0,5,1
openssl,19,0,6,6
openssl,19,0,7,6
openssl,20,0,1,2
openssl,20,0,2,1
openssl,20,0,3,6
openssl,20,0,4,1
openssl,20,0,5,1
openssl,20,0,6,6
openssl,20,0,7,6
openssl,20,1,1,5
openssl,20,1,2,5
openssl,20,1,3,5
openssl,20,1,4,5
openssl,20,1,5,5
openssl,20,1,6,5
openssl,20,1,7,5
openssl,20,1,8,5
openssl,20,1,9,5
openssl,20,1,10,5
openssl,20,2,1,2
openssl,20,2,2,1
openssl,20,2,3,6
openssl,20,2,4,1
openssl,20,2,5,1
openssl,20,2,6,6
openssl,20,2,7,6
openssl,21,0,1,2
openssl,21,0,2,2
openssl,21,0,3,6
openssl,21,0,4,7
openssl,21,0,5,2
openssl,21,0,6,1
openssl,21,0,7,6
openssl,21,0,8,6
openssl,21,0,9,6
openssl,21,1,1,2
openssl,21,1,2,1
openssl,21,1,3,6
openssl,21,1,4,1
openssl,21,1,5,1
openssl,21,1,6,6
openssl,21,1,7,6
openssl,21,1,8,2
openssl,23,1,1,2
openssl,23,1,2,1
openssl,23,1,3,6
openssl,23,1,4,7
openssl,23,1,5,1
openssl,23,1,6,1
openssl,23,1,7,6
openssl,23,1,8,6
openssl,23,1,9,6
openssl,23,1,10,2
openssl,23,2,1,2
openssl,23,2,2,1
openssl,23,2,3,6
openssl,23,2,4,1
openssl,23,2,5,1
openssl,23,2,6,6
openssl,23,2,7,6
openssl,24,0,1,5
openssl,24,0,2,5
openssl,24,0,3,5
openssl,24,0,4,5
openssl,24,0,5,5
openssl,24,0,6,5
openssl,24,0,7,5
openssl,24,1,1,2
openssl,24,1,2,1
openssl,24,1,3,6
openssl,24,1,4,1
openssl,24,1,5,6
openssl,24,1,6,6
openssl,24,2,1,2
openssl,24,2,2,1
openssl,24,2,3,6
openssl,24,2,4,1
openssl,24,2,5,1
openssl,24,2,6,6
openssl,24,2,7,6
openssl,24,2,8,6
openssl,25,0,1,2
openssl,25,0,2,1
openssl,25,0,3,6
openssl,25,0,4,7
openssl,25,0,5,1
openssl,25,0,6,1
openssl,25,0,7,6
openssl,25,0,8,6
openssl,25,1,1,2
openssl,25,1,2,1
openssl,25,1,3,7
openssl,25,1,4,6
openssl,25,1,5,1
openssl,25,1,6,1
openssl,25,1,7,6
openssl,25,1,8,6
openssl,25,1,9,2
openssl,25,1,10,6
openssl,25,2,1,2
openssl,25,2,2,1
openssl,25,2,3,6
openssl,25,2,4,7
openssl,25,2,5,1
openssl,25,2,6,1
openssl,25,2,7,6
openssl,25,2,8,6
openssl,25,2,9,1
openssl,25,2,10,6
openssl,26,0,1,2
openssl,26,0,2,1
openssl,26,0,3,6
openssl,26,0,4,1
openssl,26,0,5,1
openssl,26,0,6,6
openssl,26,0,7,6
openssl,26,1,1,2
openssl,26,1,2,1
openssl,26,1,3,6
openssl,26,1,4,1
openssl,26,1,5,1
openssl,26,1,6,6
openssl,26,1,7,6
openssl,26,1,8,6
openssl,26,2,1,2
openssl,26,2,2,1
openssl,26,2,3,2
openssl,26,2,4,6
openssl,26,2,5,2
openssl,26,2,6,1
openssl,26,2,7,6
openssl,26,2,8,6
openssl,26,2,9,1
openssl,26,2,10,6
openssl,27,0,1,2
openssl,27,0,2,1
openssl,27,0,3,6
openssl,27,0,4,7
openssl,27,0,5,2
openssl,27,0,6,1
openssl,27,0,7,6
openssl,27,0,8,6
openssl,27,0,9,6
openssl,27,1,1,2
openssl,27,1,2,1
openssl,27,1,3,6
openssl,27,1,4,1
openssl,27,1,5,1
openssl,27,1,6,1
openssl,27,1,7,6
openssl,27,1,8,6
openssl,27,1,9,6
openssl,27,2,1,2
openssl,27,2,2,1
openssl,27,2,3,6
openssl,27,2,4,2
openssl,27,2,5,1
openssl,27,2,6,6
openssl,27,2,7,6
openssl,28,0,1,2
openssl,28,0,2,1
openssl,28,0,3,6
openssl,28,0,4,7
openssl,28,0,5,1
openssl,28,0,6,1
openssl,28,0,7,6
openssl,28,0,8,6
openssl,28,0,9,6
openssl,28,1,1,2
openssl,28,1,2,1
openssl,28,1,3,2
openssl,28,1,4,6
openssl,28,1,5,1
openssl,28,1,6,1
openssl,28,1,7,6
openssl,28,1,8,6
openssl,28,1,9,2
openssl,28,2,1,2
openssl,28,2,2,1
openssl,28,2,3,6
openssl,28,2,4,1
openssl,28,2,5,6
openssl,28,2,6,6
openssl,28,2,7,2
openssl,29,0,1,2
openssl,29,0,2,1
openssl,29,0,3,6
openssl,29,0,4,1
openssl,29,0,5,1
openssl,29,0,6,6
openssl,29,0,7,6
openssl,29,1,1,2
openssl,29,1,2,1
openssl,29,1,3,6
openssl,29,1,4,7
openssl,29,1,5,1
openssl,29,1,6,1
openssl,29,1,7,6
openssl,29,1,8,6
openssl,29,2,1,2
openssl,29,2,2,1
openssl,29,2,3,6
openssl,29,2,4,7
openssl,29,2,5,1
openssl,29,2,6,1
openssl,29,2,7,6
openssl,29,2,8,6
openssl,29,2,9,2
openssl,30,0,1,5
openssl,30,0,2,5
openssl,30,0,3,5
openssl,30,0,4,5
openssl,30,0,5,5
openssl,30,0,6,5
openssl,30,0,7,5
openssl,30,1,1,1
openssl,30,1,2,1
openssl,30,1,3,6
openssl,30,1,4,1
openssl,30,1,5,2
openssl,30,1,6,6
openssl,30,1,7,6
openssl,31,0,1,2
openssl,31,0,2,2
openssl,31,0,3,2
openssl,31,0,4,6
openssl,31,0,5,1
openssl,31,0,6,1
openssl,31,0,7,6
openssl,31,0,8,6
openssl,31,0,9,1
openssl,31,1,1,2
openssl,31,1,2,1
openssl,31,1,3,6
openssl,31,1,4,1
openssl,31,1,5,6
openssl,31,1,6,6
openssl,31,1,7,1
openssl,31,2,1,2
openssl,31,2,2,1
openssl,31,2,3,6
openssl,31,2,4,1
openssl,31,2,5,1
openssl,31,2,6,6
openssl,31,2,7,6
openssl,31,2,8,6
openssl,32,0,1,2
openssl,32,0,2,1
openssl,32,0,3,6
openssl,32,0,4,1
openssl,32,0,5,1
openssl,32,0,6,6
openssl,32,0,7,6
openssl,32,0,8,6
openssl,32,1,1,5
openssl,32,1,2,5
openssl,32,1,3,5
openssl,32,1,4,5
openssl,32,1,5,5
openssl,32,1,6,5
openssl,32,1,7,5
openssl,32,1,8,5
openssl,32,1,9,5
openssl,32,2,1,2
openssl,32,2,2,1
openssl,32,2,3,6
openssl,32,2,4,1
openssl,32,2,5,1
openssl,32,2,6,6
openssl,32,2,7,6
openssl,33,0,1,2
openssl,33,0,2,1
openssl,33,0,3,6
openssl,33,0,4,1
openssl,33,0,5,1
openssl,33,0,6,6
openssl,33,0,7,6
openssl,33,1,1,2
openssl,33,1,2,1
