function_name,thread_id,duration_ns,self_time_ns,num_children
main,457919,993000,14000,3
dup_bio_in,457919,601000,6000,1
BIO_new_fp,457919,595000,7000,2
BIO_new,457919,585000,1000,1
BIO_new_ex,457919,584000,8000,3
CRYPTO_zalloc,457919,350000,350000,0
CRYPTO_NEW_REF,457919,0,0,0
CRYPTO_new_ex_data,457919,226000,0,1
ossl_crypto_new_ex_data_ex,457919,226000,4000,1
ossl_lib_ctx_get_ex_data_global,457919,222000,1000,1
ossl_lib_ctx_get_concrete,457919,221000,0,1
get_default_context,457919,221000,1000,1
get_thread_default_context,457919,220000,3000,1
CRYPTO_THREAD_run_once,457919,217000,6000,1
default_context_do_init_ossl_,457919,212000,2000,1
context_init,457919,210000,60000,11
ossl_method_store_new,457919,15000,10000,1
ossl_sa_ALGORITHM_new,457919,5000,3000,1
ossl_sa_new,457919,2000,2000,0
ossl_rand_ctx_new,457919,12000,6000,1
OPENSSL_init_crypto,457919,6000,2000,1
CRYPTO_THREAD_run_once,457919,4000,1000,1
ossl_init_base_ossl_,457919,3000,3000,1
CRYPTO_zalloc,457919,0,0,0
ossl_method_store_new,457919,3000,3000,0
ossl_decoder_cache_new,457919,6000,1000,1
lh_DECODER_CACHE_ENTRY_new,457919,5000,4000,1
OPENSSL_LH_new,457919,1000,1000,1
CRYPTO_malloc,457919,0,0,0
ossl_provider_store_new,457919,9000,5000,1
sk_OSSL_PROVIDER_new,457919,4000,4000,0
ossl_property_string_data_new,457919,7000,6000,1
lh_PROPERTY_STRING_new,457919,1000,0,1
CRYPTO_zalloc,457919,0,0,0
ossl_stored_namemap_new,457919,18000,1000,1
ossl_namemap_new,457919,17000,5000,1
ossl_ht_new,457919,12000,8000,1
ossl_rcu_lock_new,457919,4000,4000,0
ossl_self_test_set_callback_new,457919,0,0,0
ossl_child_prov_ctx_new,457919,1000,1000,0
ossl_property_parse_init,457919,71000,11000,7
ossl_property_name,457919,14000,0,1
ossl_property_string,457919,14000,14000,0
ossl_property_string,457919,6000,6000,1
