function_name,thread_id,duration_ns,self_time_ns,num_children
main,448198,956000,24000,2
dup_bio_in,448198,570000,4000,1
BIO_new_fp,448198,566000,7000,1
BIO_new,448198,559000,1000,1
BIO_new_ex,448198,558000,6000,2
CRYPTO_zalloc,448198,324000,324000,0
CRYPTO_new_ex_data,448198,228000,1000,1
ossl_crypto_new_ex_data_ex,448198,227000,6000,1
ossl_lib_ctx_get_ex_data_global,448198,221000,1000,1
ossl_lib_ctx_get_concrete,448198,220000,1000,1
get_default_context,448198,219000,0,1
get_thread_default_context,448198,219000,5000,1
CRYPTO_THREAD_run_once,448198,214000,6000,1
default_context_do_init_ossl_,448198,208000,0,1
default_context_do_init,448198,208000,2000,1
context_init,448198,206000,59000,11
CRYPTO_THREAD_lock_new,448198,5000,5000,0
ossl_method_store_new,448198,11000,11000,1
CRYPTO_THREAD_lock_new,448198,0,0,1
CRYPTO_malloc,448198,0,0,0
ossl_rand_ctx_new,448198,11000,6000,1
OPENSSL_init_crypto,448198,5000,1000,1
CRYPTO_THREAD_run_once,448198,4000,1000,1
ossl_init_base_ossl_,448198,3000,3000,0
ossl_method_store_new,448198,3000,3000,1
CRYPTO_THREAD_lock_new,448198,0,0,0
ossl_provider_store_new,448198,10000,9000,1
CRYPTO_zalloc,448198,1000,1000,0
ossl_property_string_data_new,448198,7000,6000,1
OPENSSL_LH_new,448198,1000,1000,0
ossl_stored_namemap_new,448198,18000,1000,1
ossl_namemap_new,448198,17000,4000,2
ossl_ht_new,448198,12000,12000,0
OPENSSL_sk_new_null,448198,0,0,0
ossl_prov_drbg_nonce_ctx_new,448198,3000,3000,1
CRYPTO_THREAD_lock_new,448198,0,0,0
ossl_child_prov_ctx_new,448198,0,0,0
ossl_property_parse_init,448198,72000,13000,7
ossl_property_name,448198,14000,13000,1
new_property_string,448198,1000,1000,1
CRYPTO_malloc,448198,0,0,0
ossl_property_name,448198,7000,7000,0
ossl_property_name,448198,8000,7000,1
OPENSSL_LH_insert,448198,1000,1000,1
property_hash,448198,0,0,0
ossl_property_name,448198,11000,9000,1
lh_PROPERTY_STRING_retrieve,448198,2000,1000,1
lh_PROPERTY_STRING_hfn_thunk,448198,1000,0,1
property_hash,448198,1000,1000,0
ossl_property_name,448198,6000,6000,0
ossl_property_value,448198,8000,0,1
