function_name,thread_id,duration_ns,self_time_ns,num_children
main,945356,55373000,29001,7
locate_option,945356,51000,13000,3
find_option,945356,15000,15000,1
av_strstart,945356,0,0,0
find_option,945356,10000,10000,0
find_option,945356,13000,13000,0
locate_option,945356,70000,8000,3
find_option,945356,25000,25000,0
find_option,945356,15000,15000,0
find_option,945356,22000,22000,1
av_strstart,945356,0,0,0
locate_option,945356,80000,9000,3
find_option,945356,32000,32000,0
find_option,945356,16000,16000,1
av_strstart,945356,0,0,0
find_option,945356,23000,23000,1
av_strstart,945356,0,0,0
locate_option,945356,68000,6000,4
find_option,945356,22000,22000,1
av_strstart,945356,0,0,0
find_option,945356,17000,17000,0
find_option,945356,5000,5000,0
find_option,945356,18000,18000,0
avformat_network_init,945356,11000,11000,0
locate_option,945356,47000,8000,3
find_option,945356,14000,14000,1
av_strstart,945356,0,0,0
find_option,945356,11000,11000,0
find_option,945356,14000,14000,0
av_vlog,945356,13000,1000,1
av_log_default_callback,945356,12000,8000,1
colored_fputs,945356,4000,1000,1
ansi_fputs,945356,3000,3000,0
av_vlog,945356,3000,3000,0
print_all_libs_info,945356,27000,27000,0
print_all_libs_info,945356,27000,21000,3
av_log,945356,2000,1000,1
colored_fputs,945356,1000,1000,0
av_log,945356,2000,2000,0
av_vlog,945356,3000,3000,0
split_commandline,945356,713000,16000,4
add_opt,945356,1000,1000,1
av_realloc_array,945356,0,0,0
find_option,945356,11000,11000,0
find_option,945356,15000,15000,0
opt_default,945356,670000,15000,2
opt_find,945356,269000,243000,1
codec_child_class_iterate,945356,26000,4000,1
av_codec_iterate,945356,22000,1000,1
av_codec_init_static,945356,21000,14000,1
mjpeg_get_supported_config,945356,7000,3000,1
ff_default_get_supported_config,945356,4000,4000,0
av_opt_find2.localalias,945356,4000,4000,0
av_opt_find2.localalias,945356,3000,3000,0
av_opt_find2.localalias,945356,2000,2000,0
av_opt_child_class_iterate,945356,0,0,0
av_opt_find2.localalias,945356,11000,11000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,4000,4000,0
av_opt_find2.localalias,945356,3000,3000,0
av_opt_find2.localalias,945356,6000,6000,0
av_opt_find2.localalias,945356,6000,6000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,5000,5000,1
av_opt_next,945356,0,0,0
codec_child_class_iterate,945356,13000,13000,0
av_opt_find2.localalias,945356,3000,3000,0
av_opt_find2.localalias,945356,4000,4000,0
av_opt_find2.localalias,945356,3000,3000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,3000,3000,0
av_opt_find2.localalias,945356,12000,12000,0
av_opt_find2.localalias,945356,3000,3000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,4000,4000,0
av_opt_find2.localalias,945356,3000,3000,0
codec_child_class_iterate,945356,1000,1000,0
av_opt_find2.localalias,945356,0,0,0
av_opt_find2.localalias,945356,0,0,0
av_opt_find2.localalias,945356,4000,4000,0
opt_find,945356,386000,295000,33
av_opt_find2.localalias,945356,46000,3000,1
av_opt_find2.localalias,945356,43000,33000,4
av_opt_find2.localalias,945356,1000,1000,0
av_opt_find2.localalias,945356,5000,5000,0
av_opt_find2.localalias,945356,2000,2000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,2000,2000,0
av_opt_find2.localalias,945356,0,0,1
av_opt_next,945356,0,0,0
av_opt_child_class_iterate,945356,1000,1000,0
av_opt_find2.localalias,945356,16000,16000,0
av_opt_find2.localalias,945356,6000,6000,0
format_child_class_iterate,945356,4000,4000,0
av_opt_find2.localalias,945356,1000,1000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,1000,1000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,14000,14000,1
av_opt_next,945356,0,0,0
av_opt_find2.localalias,945356,5000,5000,0
av_opt_find2.localalias,945356,8000,8000,0
format_child_class_iterate,945356,0,0,0
av_opt_find2.localalias,945356,1000,1000,0
av_opt_find2.localalias,945356,6000,6000,0
av_opt_find2.localalias,945356,3000,3000,0
av_opt_next,945356,0,0,0
av_opt_child_class_iterate,945356,1000,1000,0
av_opt_find2.localalias,945356,0,0,0
av_opt_child_class_iterate,945356,0,0,0
av_opt_find2.localalias,945356,1000,1000,0
av_opt_find2.localalias,945356,0,0,0
av_opt_find2.localalias,945356,0,0,0
av_opt_find2.localalias,945356,1000,1000,0
av_opt_find2.localalias,945356,1000,1000,1
av_opt_next,945356,0,0,0
av_demuxer_iterate,945356,0,0,0
av_opt_child_class_iterate,945356,0,0,0
av_opt_find2.localalias,945356,2000,2000,0
av_opt_find2.localalias,945356,0,0,0
format_child_class_iterate,945356,0,0,1
av_demuxer_iterate,945356,0,0,0
av_demuxer_iterate,945356,10000,10000,0
av_opt_child_class_iterate,945356,0,0,0
av_opt_find2.localalias,945356,0,0,1
av_opt_next,945356,0,0,0
av_opt_next,945356,0,0,0
term_init,945356,4000,4000,0
open_files,945356,8167000,5001,2
ifile_open,945356,8142999,70999,8
sch_add_demux,945356,16000,16000,1
grow_array,945356,0,0,0
avformat_alloc_context,945356,13000,2000,1
av_opt_set_defaults,945356,11000,11000,0
opt_match_per_type_str,945356,0,0,0
avformat_open_input,945356,1820000,16000,5
av_opt_set_dict,945356,9000,1000,1
av_opt_set_dict2,945356,8000,3000,1
av_opt_find2.localalias,945356,5000,5000,1
av_opt_next,945356,0,0,0
init_input,945356,908000,5000,3
av_probe_input_format2,945356,58000,42000,2
img_read_probe,945356,16000,0,1
str2id,945356,16000,16000,2
av_strcasecmp,945356,0,0,1
av_tolower,945356,0,0,0
av_strcasecmp,945356,0,0,0
av_demuxer_iterate,945356,0,0,0
io_open_default,945356,67000,16000,1
ffio_open_whitelist,945356,66000,12000,4
ffurl_alloc,945356,4000,4000,1
ffurl_get_protocols,945356,0,0,0
av_opt_set_dict,945356,3000,3000,0
ffurl_connect,945356,35000,17000,3
av_dict_get,945356,2000,2000,1
av_toupper,945356,0,0,0
file_open,945356,14000,2000,1
avpriv_open,945356,12000,12000,0
ffurl_seek,945356,1000,0,1
file_seek,945356,1000,1000,0
ffio_fdopen,945356,14000,14000,0
av_probe_input_buffer2,945356,779000,7000,3
avio_read,945356,24000,0,1
ffurl_read2,945356,24000,0,1
retry_transfer_wrapper,945356,24000,1000,1
file_read,945356,23000,23000,0
av_probe_input_format2,945356,726000,413001,26
ac3_probe,945356,4000,4000,0
amrnb_probe,945356,3000,3000,0
av_match_ext,945356,1000,1000,0
avs3video_probe,945356,4000,4000,0
av_match_ext,945356,0,0,1
av_match_name,945356,0,0,0
av_match_ext,945356,0,0,1
av_tolower,945356,0,0,0
dv_probe,945356,5000,5000,0
h261_probe,945356,9000,9000,0
h264_probe,945356,2000,2000,0
iamf_probe,945356,3000,3000,0
ff_guess_image2_codec,945356,15000,15000,2
av_strcasecmp,945356,0,0,0
av_strcasecmp,945356,0,0,0
loas_probe,945356,3000,3000,0
mlp_probe,945356,3000,3000,0
mp3_read_probe,945356,248999,246999,20
avpriv_mpegaudio_decode_header,945356,0,0,0
ff_mpa_check_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,2000,2000,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
ff_mpa_check_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
avpriv_mpegaudio_decode_header,945356,0,0,0
